4.40649,1
5.169919,0
5.898079,1
6.197003,0
7.124013,1
7.455341,0
8.217413,1
8.515715,0
8.797801,1
9.161712,0
9.62604,1
10.08978,1
10.50361,0
11.28225,1
12.04499,0
12.64111,1
12.90578,0
13.13771,1
13.48561,0
14.16485,1
14.9438,0
15.68935,1
15.87121,0
16.13674,1
16.58881,0
17.38408,1
18.11294,0
18.70999,1
18.9247,0
19.1732,1
19.57081,0
20.28317,1
21.04524,0
21.89014,1
22.27117,0
22.66886,1
23.03324,0
23.4474,1
23.81187,0
24.20947,1
24.55737,0
24.9384,1
25.2863,0
25.6839,1
26.04837,0
26.46266,1
26.81044,0
27.2083,1
27.5725,0
27.95401,1
28.31805,0
28.71688,0
29.1307,1
29.49515,1
29.85962,0
30.24065,0
30.62211,1
31.03585,1
31.40031,0
31.79791,1
32.14658,0
32.51028,1
32.8918,0
33.27235,1
33.62025,0
33.83605,1
34.21665,0
34.41545,1
34.87971,0
35.07823,1
35.97272,1
36.32062,1
36.53598,0
36.90045,0
37.33196,1
37.69597,1
37.87019,0
38.24815,1
38.68465,0
39.04911,1
39.36388,0
39.56297,0
39.94786,1
40.31233,0
40.69337,0
40.89224,1
41.27353,0
41.68737,1
42.05183,0
42.4163,1
42.59853,1
42.96308,0
43.3606,1
43.72507,1
43.92387,0
44.28833,1
44.6695,1
44.86817,0
45.08353,1
45.448,1
45.64752,0
46.02783,1
46.37587,1
46.74033,0
46.90587,1
47.35339,0
47.5189,1
47.76733,0
48.11535,1
48.47311,1
48.6227,0
48.98687,1
49.36802,0
49.81501,1
49.99724,0
50.37828,1
50.5938,1
50.72618,0
51.09158,1
51.49167,0
51.70704,1
52.10464,1
52.25406,0
52.49714,1
52.86192,1
53.0281,0
53.42518,1
53.62398,1
53.80664,0
54.15727,1
54.55479,0
54.73703,1
55.16776,1
55.31686,0
55.53226,1
55.92983,1
56.11214,0
56.44339,1
56.65887,1
56.80787,0
57.20573,1
57.57033,0
57.86813,1
58.23266,1
58.56432,0
58.91183,1
59.0941,0
59.45907,1
59.85613,0
60.03849,1
60.27029,0
60.60163,1
61.01587,1
61.23138,0
61.41363,1
61.79443,1
62.15889,0
62.52336,1
62.75529,1
62.90504,0
63.26907,1
63.64989,0
63.88182,1
64.24629,1
64.42852,0
64.79299,1
65.00835,0
65.24072,1
65.63794,1
65.98586,1
66.35041,1
66.5499,0
66.76462,1
67.11257,1
67.32769,0
67.52698,1
67.90797,1
68.15704,1
68.32271,0
68.62091,1
68.77029,1
68.96881,0
69.33327,1
69.51551,1
69.71431,0
69.91311,1
70.29414,1
70.46064,0
70.66189,1
71.10898,1
71.29121,0
71.52314,1
71.95395,1
72.15268,0
72.38461,1
72.78221,1
72.96468,0
73.19684,1
73.52771,1
73.69337,0
73.90874,1
74.24007,1
74.42231,0
74.65424,1
74.96901,0
75.13468,1
75.46602,0
75.63168,1
75.97958,0
76.32755,1
76.70851,0
77.12268,1
77.3055,0
77.75221,1
77.95101,0
78.19991,1
78.72998,0
78.72998,1
