4.05,0
5.20,0
6.32,0
7.05,1
8.63,0
9.78,0
10.9,0
11.75,1
13.18,0
14.35,0
15.48,0
16.35,1
17.78,0
18.93,0
20.05,0
20.9,1
22.35,0
23.48,0
24.63,0
25.05,1
25.35,0
25.63,1
25.78,0
26.08,1
26.63,0
27.2,0
27.78,1
28.35,1
28.93,0
29.5,0
30.05,1
30.63,1
31.20,0
31.78,0
32.33,1
32.93,1
33.48,0
34.08,0
34.63,1
35.20,1
35.78,0
36.35,0
36.93,1
37.48,1
37.93,1
37.931,0
38.13,1
38.131,0
38.65,0
39.2,1
39.78,0
40.35,0
40.93,1
41.5,0
42.05,0
42.63,1
43.20,0
43.78,0
44.35,1
44.93,0
45.5,0
46.05,1
46.63,0
47.2,0
47.65,1
47.8,0
48.0,1
48.35,0
48.93,0
49.48,1
50.05,1
50.63,1
51.20,0
51.78,0
52.35,0
52.93,1
53.48,1
54.05,1
54.48,0
54.481,1
54.8,0
54.801,1
55.2,0
55.201,1
55.5,0
55.501,1
55.78,0
55.781,1
56.05,0
56.051,1
56.35,0
56.351,1
56.63,0
56.631,1
56.93,0
56.931,1
57.2,0
57.201,1
57.48,0
57.481,1
58.08,0
58.93,0
60.05,0
61.01,0
62.05,1
62.35,0
63.28,1
63.65,0
64.50,0
64.501,1
65.0,0
65.001,1
