4.05,0
4.335,1
4.62,0
4.905,1
5.19,0
5.475,1
5.76,0
6.045,1
6.33,0
6.615,1
6.9,0
7.185,1
7.47,0
7.755,1
8.044,0
8.325,1
8.61,0
8.895,1
9.18,0
9.465,1
9.75,0
10.035,1
10.32,0
10.605,1
10.89,0
11.175,1
11.46,0
11.745,1
12.03,0
12.315,1
12.6,0
12.885,1
13.17,0
13.445,1
13.74,0
14.025,1
14.31,0
14.595,1
14.88,0
15.165,1
15.45,0
15.735,1
16.02,0
16.305,1
16.59,0
16.875,1
17.16,0
17.445,1
17.73,0
18.015,1
18.3,0
18.585,1
18.87,0
19.155,1
19.44,0
19.725,1
20.01,0
20.295,1
20.58,0
20.865,1
21.15,0
21.435,1
21.72,0
22.005,1
22.29,0
22.575,1
22.86,0
23.145,1
23.43,0
23.715,1
24,0
24.285,1
24.57,0
24.855,1
25.14,0
25.425,1
25.71,0
25.995,1
26.28,0
26.565,1
26.85,0
27.135,1
27.42,0
27.705,1
27.99,0
28.275,1
28.56,0
28.845,1
29.13,0
29.415,1
29.7,0
29.985,1
30.27,0
30.555,1
30.84,0
31.125,1
31.41,0
31.695,1
31.98,0
32.265,1
32.55,0
32.835,1
33.12,0
33.405,1
33.69,0
33.975,1
34.26,0
34.545,1
34.83,0
35.115,1
35.4,0
35.685,1
35.97,0
36.255,1
36.54,0
36.825,1
37.11,0
37.395,1
37.68,0
37.965,1
38.25,0
38.535,1
38.82,0
39.105,1
39.39,0
39.675,1
39.96,0
40.245,1
40.53,0
40.815,1
41.1,0
41.385,1
41.67,0
41.955,1
42.24,0
42.525,1
42.81,0
43.095,1
43.38,0
43.665,1
43.95,0
44.235,1
44.52,0
44.805,1
45.09,0
45.375,1
45.66,0
45.945,1
46.23,0
46.515,1
46.8,0
47.085,1
47.37,0
47.655,1
47.94,0
48.225,1
48.51,0
48.795,1
49.08,0
49.365,1
49.65,0
49.935,1
50.22,0
50.505,1
50.79,0
51.075,1
51.36,0
51.645,1
51.93,0
52.215,1
52.5,0
52.785,1
53.07,0
53.355,1
53.64,0
53.925,1
54.21,0
54.495,1
54.78,0
55.065,1
55.35,0
55.635,1
55.92,0
56.205,1
56.49,0
56.775,1
57.06,0
57.345,1
57.63,0
57.915,1
58.2,0
58.485,1
58.77,0
59.055,1
59.34,0
59.625,1
59.91,0
60.195,1
60.48,0
60.765,1
61.05,0
61.335,1
61.62,0
61.905,1
62.19,0
62.475,1
62.76,0
63.045,1
63.33,0
63.615,1
63.9,0
64.185,1
64.47,0
64.755,1
65.04,0
65.325,1
65.61,0
65.895,1
66.18,0
66.465,1
66.75,0
