3.627373,1
3.925583,0
4.190838,1
4.306606,0
4.720772,1
5.052109,1
5.33374,1
5.598808,1
5.897572,0
6.22834,0
6.443707,0
6.593285,1
6.67564,0
7.023792,1
7.288689,1
7.503975,1
7.66964,1
8.216507,0
8.498741,0
8.81274,1
9.110962,0
9.243656,1
9.607941,0
9.955841,1
10.25404,0
10.53567,1
10.83387,0
10.99954,1
11.36409,1
11.62907,1
11.89421,0
12.20949,1
12.50711,0
12.82201,0
13.07037,0
13.38514,1
13.69991,0
13.83273,1
14.24662,1
14.56137,1
14.82644,1
15.0916,0
15.34001,0
15.50567,1
15.91984,0
16.23461,1
16.51624,0
16.74817,0
16.91384,0
17.16234,1
17.41084,0
17.72646,1
18.00751,0
18.20612,0
18.42141,0
18.76931,1
19.11721,1
19.38237,1
19.66409,0
19.92976,1
20.17747,0
20.50882,0
20.77387,0
21.05551,1
21.35371,0
21.65191,1
21.95024,0
22.24831,0
22.46367,0
22.76205,1
22.92803,0
23.35857,1
23.67373,0
23.93832,1
24.23631,0
24.53451,1
24.71674,1
25.04807,1
25.29657,1
25.56243,1
25.81014,1
25.94292,1
26.24088,1
26.52251,1
26.82071,0
27.08578,0
27.36741,0
27.64912,1
27.94724,1
28.22887,1
28.52707,1
28.79214,0
29.12347,0
29.35541,1
29.62048,0
29.93524,1
30.21687,0
30.51579,1
30.82984,1
31.11301,1
31.41146,0
31.7095,0
31.94206,0
32.22331,1
32.48808,1
32.78625,1
33.08453,1
33.39922,0
33.68151,0
33.96277,1
34.26125,0
34.54232,0
34.80738,0
35.10558,1
35.40379,1
35.68542,0
35.95049,0
36.24908,1
36.51375,0
36.79539,0
37.04406,0
37.35865,1
37.67381,1
37.98818,0
38.23669,0
38.48518,0
38.76682,0
39.09843,1
39.37978,1
39.6619,1
39.94305,1
40.24125,0
40.50632,0
40.80452,0
41.05302,0
41.40092,1
41.66646,0
42.00349,1
42.23553,0
42.53362,1
42.66618,0
42.81526,1
43.0472,0
43.34539,1
43.62702,0
43.90897,1
44.25689,1
44.50535,1
44.63826,1
44.98549,1
45.13459,1
45.44992,1
45.68129,1
45.96297,0
46.22799,0
46.49377,0
46.75867,0
47.05633,0
47.30965,0
47.60861,0
47.87292,0
48.17118,1
48.46942,0
48.76752,1
49.04986,0
49.34813,1
49.6461,0
49.928,1
50.19237,0
50.49045,1
50.78865,0
51.10342,1
51.36932,0
51.66669,1
51.96488,1
52.24651,1
52.52815,1
52.66265,1
53.04404,0
53.34226,0
53.60696,0
53.93901,0
54.08739,0
54.46842,0
54.61772,0
54.85033,0
55.11501,1
55.41273,1
55.69435,1
55.90972,1
56.20792,0
56.50613,0
56.82091,0
57.08595,1
57.08605,0
57.36325,0
57.36416,1
57.66570,0
57.66579,1
57.98060,0
57.98064,1
58.2726,0
58.27876,1
58.54382,0
58.59353,1
58.85867,1
59.12366,1
59.38872,1
59.63722,0
59.91885,0
60.21706,0
60.51525,0
60.81352,1
60.81365,0
61.09509,0
61.09582,1
61.36015,0
61.36078,1
61.64170,0
61.64171,1
61.95667,1
62.22212,1
62.50326,1
62.80204,1
63.11222,0
63.11302,1
63.56052,1
63.56092,0
64.11022,0
64.11717,1
64.62379,0
64.87229,0
65.05453,0
65.25332,0
65.41914,0
65.60128,0
